country,year,status,life_expectancy,adult_mortality,measles,under_five_deaths,polio,diphtheria,hiv_aids,gdp_per_capita,thinness_1_19_years,thinness_5_9_years,income_composition_of_resources,schooling,continent
Equatorial Guinea,2002,Developing,53.5,334.0,24,4,44.0,36.0,2.9,2711.17114,1.4,1.3,0.542,8.2,Africa
Equatorial Guinea,2002,Developing,53.5,334.0,24,4,44.0,36.0,2.9,2711.17114,1.4,1.3,0.542,8.2,Africa
Equatorial Guinea,2002,Developing,53.5,334.0,24,4,44.0,36.0,2.9,2711.17114,1.4,1.3,0.542,8.2,Africa
Equatorial Guinea,2002,Developing,53.5,334.0,24,4,44.0,36.0,2.9,2711.17114,1.4,1.3,0.542,8.2,Africa
Equatorial Guinea,2002,Developing,53.5,334.0,24,4,44.0,36.0,2.9,2711.17114,1.4,1.3,0.542,8.2,Africa
Equatorial Guinea,2002,Developing,53.5,334.0,24,4,44.0,36.0,2.9,2711.17114,1.4,1.3,0.542,8.2,Africa
Equatorial Guinea,2002,Developing,53.5,334.0,24,4,44.0,36.0,2.9,2711.17114,1.4,1.3,0.542,8.2,Africa
Equatorial Guinea,2002,Developing,53.5,334.0,24,4,44.0,36.0,2.9,2711.17114,1.4,1.3,0.542,8.2,Africa
Equatorial Guinea,2002,Developing,53.5,334.0,24,4,44.0,36.0,2.9,2711.17114,1.4,1.3,0.542,8.2,Africa
Equatorial Guinea,2001,Developing,53.1,334.0,1339,4,43.0,35.0,2.3,2283.87939,1.6,1.4,0.527,8.0,Africa
Equatorial Guinea,2001,Developing,53.1,334.0,1339,4,43.0,35.0,2.3,2283.87939,1.6,1.4,0.527,8.0,Africa
Equatorial Guinea,2001,Developing,53.1,334.0,1339,4,43.0,35.0,2.3,2283.87939,1.6,1.4,0.527,8.0,Africa
Equatorial Guinea,2001,Developing,53.1,334.0,1339,4,43.0,35.0,2.3,2283.87939,1.6,1.4,0.527,8.0,Africa
Equatorial Guinea,2001,Developing,53.1,334.0,1339,4,43.0,35.0,2.3,2283.87939,1.6,1.4,0.527,8.0,Africa
Equatorial Guinea,2001,Developing,53.1,334.0,1339,4,43.0,35.0,2.3,2283.87939,1.6,1.4,0.527,8.0,Africa
Equatorial Guinea,2001,Developing,53.1,334.0,1339,4,43.0,35.0,2.3,2283.87939,1.6,1.4,0.527,8.0,Africa
Equatorial Guinea,2001,Developing,53.1,334.0,1339,4,43.0,35.0,2.3,2283.87939,1.6,1.4,0.527,8.0,Africa
Equatorial Guinea,2001,Developing,53.1,334.0,1339,4,43.0,35.0,2.3,2283.87939,1.6,1.4,0.527,8.0,Africa
Equatorial Guinea,2001,Developing,53.1,334.0,1339,4,43.0,35.0,2.3,2283.87939,1.6,1.4,0.527,8.0,Africa
Equatorial Guinea,2001,Developing,53.1,334.0,1339,4,43.0,35.0,2.3,2283.87939,1.6,1.4,0.527,8.0,Africa
Equatorial Guinea,2001,Developing,53.1,334.0,1339,4,43.0,35.0,2.3,2283.87939,1.6,1.4,0.527,8.0,Africa
Equatorial Guinea,2000,Developing,52.7,336.0,0,4,41.0,34.0,1.9,172.68491,1.7,1.6,0.0,0.0,Africa
Equatorial Guinea,2000,Developing,52.7,336.0,0,4,41.0,34.0,1.9,172.68491,1.7,1.6,0.0,0.0,Africa
Equatorial Guinea,2000,Developing,52.7,336.0,0,4,41.0,34.0,1.9,172.68491,1.7,1.6,0.0,0.0,Africa
Equatorial Guinea,2000,Developing,52.7,336.0,0,4,41.0,34.0,1.9,172.68491,1.7,1.6,0.0,0.0,Africa
Equatorial Guinea,2000,Developing,52.7,336.0,0,4,41.0,34.0,1.9,172.68491,1.7,1.6,0.0,0.0,Africa
Equatorial Guinea,2000,Developing,52.7,336.0,0,4,41.0,34.0,1.9,172.68491,1.7,1.6,0.0,0.0,Africa
Equatorial Guinea,2000,Developing,52.7,336.0,0,4,41.0,34.0,1.9,172.68491,1.7,1.6,0.0,0.0,Africa
Equatorial Guinea,2000,Developing,52.7,336.0,0,4,41.0,34.0,1.9,172.68491,1.7,1.6,0.0,0.0,Africa
Equatorial Guinea,2000,Developing,52.7,336.0,0,4,41.0,34.0,1.9,172.68491,1.7,1.6,0.0,0.0,Africa
Equatorial Guinea,2000,Developing,52.7,336.0,0,4,41.0,34.0,1.9,172.68491,1.7,1.6,0.0,0.0,Africa
Equatorial Guinea,2000,Developing,52.7,336.0,0,4,41.0,34.0,1.9,172.68491,1.7,1.6,0.0,0.0,Africa
Equatorial Guinea,2000,Developing,52.7,336.0,0,4,41.0,34.0,1.9,172.68491,1.7,1.6,0.0,0.0,Africa
Eritrea,2011,Developing,62.9,286.0,48,8,96.0,96.0,0.7,582.775532,8.8,8.7,0.405,5.0,Africa
Eritrea,2011,Developing,62.9,286.0,48,8,96.0,96.0,0.7,582.775532,8.8,8.7,0.405,5.0,Africa
Eritrea,2011,Developing,62.9,286.0,48,8,96.0,96.0,0.7,582.775532,8.8,8.7,0.405,5.0,Africa
Eritrea,2011,Developing,62.9,286.0,48,8,96.0,96.0,0.7,582.775532,8.8,8.7,0.405,5.0,Africa
Eritrea,2011,Developing,62.9,286.0,48,8,96.0,96.0,0.7,582.775532,8.8,8.7,0.405,5.0,Africa
Eritrea,2011,Developing,62.9,286.0,48,8,96.0,96.0,0.7,582.775532,8.8,8.7,0.405,5.0,Africa
Eritrea,2011,Developing,62.9,286.0,48,8,96.0,96.0,0.7,582.775532,8.8,8.7,0.405,5.0,Africa
Eritrea,2011,Developing,62.9,286.0,48,8,96.0,96.0,0.7,582.775532,8.8,8.7,0.405,5.0,Africa
Eritrea,2011,Developing,62.9,286.0,48,8,96.0,96.0,0.7,582.775532,8.8,8.7,0.405,5.0,Africa
Eritrea,2011,Developing,62.9,286.0,48,8,96.0,96.0,0.7,582.775532,8.8,8.7,0.405,5.0,Africa
Eritrea,2011,Developing,62.9,286.0,48,8,96.0,96.0,0.7,582.775532,8.8,8.7,0.405,5.0,Africa
Eritrea,2011,Developing,62.9,286.0,48,8,96.0,96.0,0.7,582.775532,8.8,8.7,0.405,5.0,Africa
Eritrea,2010,Developing,62.1,298.0,51,9,9.0,9.0,0.9,482.14994,8.9,8.8,0.404,5.1,Africa
Eritrea,2010,Developing,62.1,298.0,51,9,9.0,9.0,0.9,482.14994,8.9,8.8,0.404,5.1,Africa
Eritrea,2010,Developing,62.1,298.0,51,9,9.0,9.0,0.9,482.14994,8.9,8.8,0.404,5.1,Africa
Eritrea,2010,Developing,62.1,298.0,51,9,9.0,9.0,0.9,482.14994,8.9,8.8,0.404,5.1,Africa
Eritrea,2010,Developing,62.1,298.0,51,9,9.0,9.0,0.9,482.14994,8.9,8.8,0.404,5.1,Africa
Eritrea,2010,Developing,62.1,298.0,51,9,9.0,9.0,0.9,482.14994,8.9,8.8,0.404,5.1,Africa
Eritrea,2010,Developing,62.1,298.0,51,9,9.0,9.0,0.9,482.14994,8.9,8.8,0.404,5.1,Africa
Eritrea,2010,Developing,62.1,298.0,51,9,9.0,9.0,0.9,482.14994,8.9,8.8,0.404,5.1,Africa
Eritrea,2010,Developing,62.1,298.0,51,9,9.0,9.0,0.9,482.14994,8.9,8.8,0.404,5.1,Africa
Eritrea,2010,Developing,62.1,298.0,51,9,9.0,9.0,0.9,482.14994,8.9,8.8,0.404,5.1,Africa
Eritrea,2010,Developing,62.1,298.0,51,9,9.0,9.0,0.9,482.14994,8.9,8.8,0.404,5.1,Africa
Eritrea,2010,Developing,62.1,298.0,51,9,9.0,9.0,0.9,482.14994,8.9,8.8,0.404,5.1,Africa
Eritrea,2008,Developing,67.0,322.0,0,9,94.0,94.0,1.1,326.825642,9.1,9.1,0.406,5.2,Africa
Eritrea,2008,Developing,67.0,322.0,0,9,94.0,94.0,1.1,326.825642,9.1,9.1,0.406,5.2,Africa
Eritrea,2008,Developing,67.0,322.0,0,9,94.0,94.0,1.1,326.825642,9.1,9.1,0.406,5.2,Africa
Eritrea,2008,Developing,67.0,322.0,0,9,94.0,94.0,1.1,326.825642,9.1,9.1,0.406,5.2,Africa
Eritrea,2008,Developing,67.0,322.0,0,9,94.0,94.0,1.1,326.825642,9.1,9.1,0.406,5.2,Africa
Eritrea,2008,Developing,67.0,322.0,0,9,94.0,94.0,1.1,326.825642,9.1,9.1,0.406,5.2,Africa
Eritrea,2008,Developing,67.0,322.0,0,9,94.0,94.0,1.1,326.825642,9.1,9.1,0.406,5.2,Africa
Eritrea,2008,Developing,67.0,322.0,0,9,94.0,94.0,1.1,326.825642,9.1,9.1,0.406,5.2,Africa
Eritrea,2008,Developing,67.0,322.0,0,9,94.0,94.0,1.1,326.825642,9.1,9.1,0.406,5.2,Africa
Eritrea,2008,Developing,67.0,322.0,0,9,94.0,94.0,1.1,326.825642,9.1,9.1,0.406,5.2,Africa
Eritrea,2008,Developing,67.0,322.0,0,9,94.0,94.0,1.1,326.825642,9.1,9.1,0.406,5.2,Africa
Eritrea,2008,Developing,67.0,322.0,0,9,94.0,94.0,1.1,326.825642,9.1,9.1,0.406,5.2,Africa
Eritrea,2007,Developing,62.0,329.0,55,9,91.0,91.0,1.3,317.3294336,9.2,9.2,0.405,5.3,Africa
Eritrea,2007,Developing,62.0,329.0,55,9,91.0,91.0,1.3,317.3294336,9.2,9.2,0.405,5.3,Africa
Eritrea,2007,Developing,62.0,329.0,55,9,91.0,91.0,1.3,317.3294336,9.2,9.2,0.405,5.3,Africa
Eritrea,2007,Developing,62.0,329.0,55,9,91.0,91.0,1.3,317.3294336,9.2,9.2,0.405,5.3,Africa
Eritrea,2007,Developing,62.0,329.0,55,9,91.0,91.0,1.3,317.3294336,9.2,9.2,0.405,5.3,Africa
Eritrea,2007,Developing,62.0,329.0,55,9,91.0,91.0,1.3,317.3294336,9.2,9.2,0.405,5.3,Africa
Eritrea,2007,Developing,62.0,329.0,55,9,91.0,91.0,1.3,317.3294336,9.2,9.2,0.405,5.3,Africa
Eritrea,2007,Developing,62.0,329.0,55,9,91.0,91.0,1.3,317.3294336,9.2,9.2,0.405,5.3,Africa
Eritrea,2007,Developing,62.0,329.0,55,9,91.0,91.0,1.3,317.3294336,9.2,9.2,0.405,5.3,Africa
Eritrea,2007,Developing,62.0,329.0,55,9,91.0,91.0,1.3,317.3294336,9.2,9.2,0.405,5.3,Africa
Eritrea,2007,Developing,62.0,329.0,55,9,91.0,91.0,1.3,317.3294336,9.2,9.2,0.405,5.3,Africa
Eritrea,2007,Developing,62.0,329.0,55,9,91.0,91.0,1.3,317.3294336,9.2,9.2,0.405,5.3,Africa
Eritrea,2006,Developing,59.7,336.0,128,9,94.0,94.0,1.4,297.828588,9.3,9.3,0.405,5.3,Africa
Eritrea,2006,Developing,59.7,336.0,128,9,94.0,94.0,1.4,297.828588,9.3,9.3,0.405,5.3,Africa
Eritrea,2006,Developing,59.7,336.0,128,9,94.0,94.0,1.4,297.828588,9.3,9.3,0.405,5.3,Africa
Eritrea,2006,Developing,59.7,336.0,128,9,94.0,94.0,1.4,297.828588,9.3,9.3,0.405,5.3,Africa
Eritrea,2006,Developing,59.7,336.0,128,9,94.0,94.0,1.4,297.828588,9.3,9.3,0.405,5.3,Africa
Eritrea,2006,Developing,59.7,336.0,128,9,94.0,94.0,1.4,297.828588,9.3,9.3,0.405,5.3,Africa
Eritrea,2006,Developing,59.7,336.0,128,9,94.0,94.0,1.4,297.828588,9.3,9.3,0.405,5.3,Africa
Eritrea,2006,Developing,59.7,336.0,128,9,94.0,94.0,1.4,297.828588,9.3,9.3,0.405,5.3,Africa
Eritrea,2006,Developing,59.7,336.0,128,9,94.0,94.0,1.4,297.828588,9.3,9.3,0.405,5.3,Africa
Eritrea,2006,Developing,59.7,336.0,128,9,94.0,94.0,1.4,297.828588,9.3,9.3,0.405,5.3,Africa
Eritrea,2006,Developing,59.7,336.0,128,9,94.0,94.0,1.4,297.828588,9.3,9.3,0.405,5.3,Africa
Eritrea,2006,Developing,59.7,336.0,128,9,94.0,94.0,1.4,297.828588,9.3,9.3,0.405,5.3,Africa
Eritrea,2005,Developing,59.4,34.0,19,9,96.0,96.0,1.6,276.75896,9.4,9.5,0.0,5.4,Africa
Eritrea,2005,Developing,59.4,34.0,19,9,96.0,96.0,1.6,276.75896,9.4,9.5,0.0,5.4,Africa
Eritrea,2005,Developing,59.4,34.0,19,9,96.0,96.0,1.6,276.75896,9.4,9.5,0.0,5.4,Africa
Eritrea,2005,Developing,59.4,34.0,19,9,96.0,96.0,1.6,276.75896,9.4,9.5,0.0,5.4,Africa
Eritrea,2005,Developing,59.4,34.0,19,9,96.0,96.0,1.6,276.75896,9.4,9.5,0.0,5.4,Africa
Eritrea,2005,Developing,59.4,34.0,19,9,96.0,96.0,1.6,276.75896,9.4,9.5,0.0,5.4,Africa
Eritrea,2005,Developing,59.4,34.0,19,9,96.0,96.0,1.6,276.75896,9.4,9.5,0.0,5.4,Africa
Eritrea,2005,Developing,59.4,34.0,19,9,96.0,96.0,1.6,276.75896,9.4,9.5,0.0,5.4,Africa
Eritrea,2005,Developing,59.4,34.0,19,9,96.0,96.0,1.6,276.75896,9.4,9.5,0.0,5.4,Africa
Eritrea,2005,Developing,59.4,34.0,19,9,96.0,96.0,1.6,276.75896,9.4,9.5,0.0,5.4,Africa
Eritrea,2005,Developing,59.4,34.0,19,9,96.0,96.0,1.6,276.75896,9.4,9.5,0.0,5.4,Africa
Eritrea,2005,Developing,59.4,34.0,19,9,96.0,96.0,1.6,276.75896,9.4,9.5,0.0,5.4,Africa
Eritrea,2004,Developing,59.1,342.0,24,10,98.0,98.0,1.8,287.4222243,9.6,9.6,0.0,5.0,Africa
Eritrea,2004,Developing,59.1,342.0,24,10,98.0,98.0,1.8,287.4222243,9.6,9.6,0.0,5.0,Africa
Eritrea,2004,Developing,59.1,342.0,24,10,98.0,98.0,1.8,287.4222243,9.6,9.6,0.0,5.0,Africa
Eritrea,2004,Developing,59.1,342.0,24,10,98.0,98.0,1.8,287.4222243,9.6,9.6,0.0,5.0,Africa
Eritrea,2004,Developing,59.1,342.0,24,10,98.0,98.0,1.8,287.4222243,9.6,9.6,0.0,5.0,Africa
Eritrea,2004,Developing,59.1,342.0,24,10,98.0,98.0,1.8,287.4222243,9.6,9.6,0.0,5.0,Africa
Eritrea,2004,Developing,59.1,342.0,24,10,98.0,98.0,1.8,287.4222243,9.6,9.6,0.0,5.0,Africa
Eritrea,2004,Developing,59.1,342.0,24,10,98.0,98.0,1.8,287.4222243,9.6,9.6,0.0,5.0,Africa
Eritrea,2004,Developing,59.1,342.0,24,10,98.0,98.0,1.8,287.4222243,9.6,9.6,0.0,5.0,Africa
Eritrea,2004,Developing,59.1,342.0,24,10,98.0,98.0,1.8,287.4222243,9.6,9.6,0.0,5.0,Africa
Eritrea,2004,Developing,59.1,342.0,24,10,98.0,98.0,1.8,287.4222243,9.6,9.6,0.0,5.0,Africa
Eritrea,2004,Developing,59.1,342.0,24,10,98.0,98.0,1.8,287.4222243,9.6,9.6,0.0,5.0,Africa
Eritrea,2003,Developing,58.8,343.0,376,10,95.0,93.0,1.9,232.7945459,9.7,9.7,0.0,4.7,Africa
Eritrea,2003,Developing,58.8,343.0,376,10,95.0,93.0,1.9,232.7945459,9.7,9.7,0.0,4.7,Africa
Eritrea,2003,Developing,58.8,343.0,376,10,95.0,93.0,1.9,232.7945459,9.7,9.7,0.0,4.7,Africa
Eritrea,2003,Developing,58.8,343.0,376,10,95.0,93.0,1.9,232.7945459,9.7,9.7,0.0,4.7,Africa
Eritrea,2003,Developing,58.8,343.0,376,10,95.0,93.0,1.9,232.7945459,9.7,9.7,0.0,4.7,Africa
Eritrea,2003,Developing,58.8,343.0,376,10,95.0,93.0,1.9,232.7945459,9.7,9.7,0.0,4.7,Africa
Eritrea,2003,Developing,58.8,343.0,376,10,95.0,93.0,1.9,232.7945459,9.7,9.7,0.0,4.7,Africa
Eritrea,2003,Developing,58.8,343.0,376,10,95.0,93.0,1.9,232.7945459,9.7,9.7,0.0,4.7,Africa
Eritrea,2003,Developing,58.8,343.0,376,10,95.0,93.0,1.9,232.7945459,9.7,9.7,0.0,4.7,Africa
Eritrea,2003,Developing,58.8,343.0,376,10,95.0,93.0,1.9,232.7945459,9.7,9.7,0.0,4.7,Africa
Eritrea,2003,Developing,58.8,343.0,376,10,95.0,93.0,1.9,232.7945459,9.7,9.7,0.0,4.7,Africa
Eritrea,2003,Developing,58.8,343.0,376,10,95.0,93.0,1.9,232.7945459,9.7,9.7,0.0,4.7,Africa
Eritrea,2001,Developing,58.1,345.0,204,10,89.0,86.0,2.0,215.139213,1.0,1.0,0.0,4.3,Africa
Eritrea,2001,Developing,58.1,345.0,204,10,89.0,86.0,2.0,215.139213,1.0,1.0,0.0,4.3,Africa
Eritrea,2001,Developing,58.1,345.0,204,10,89.0,86.0,2.0,215.139213,1.0,1.0,0.0,4.3,Africa
Eritrea,2001,Developing,58.1,345.0,204,10,89.0,86.0,2.0,215.139213,1.0,1.0,0.0,4.3,Africa
Eritrea,2001,Developing,58.1,345.0,204,10,89.0,86.0,2.0,215.139213,1.0,1.0,0.0,4.3,Africa
Eritrea,2001,Developing,58.1,345.0,204,10,89.0,86.0,2.0,215.139213,1.0,1.0,0.0,4.3,Africa
Eritrea,2001,Developing,58.1,345.0,204,10,89.0,86.0,2.0,215.139213,1.0,1.0,0.0,4.3,Africa
Eritrea,2001,Developing,58.1,345.0,204,10,89.0,86.0,2.0,215.139213,1.0,1.0,0.0,4.3,Africa
Eritrea,2001,Developing,58.1,345.0,204,10,89.0,86.0,2.0,215.139213,1.0,1.0,0.0,4.3,Africa
Eritrea,2001,Developing,58.1,345.0,204,10,89.0,86.0,2.0,215.139213,1.0,1.0,0.0,4.3,Africa
Eritrea,2001,Developing,58.1,345.0,204,10,89.0,86.0,2.0,215.139213,1.0,1.0,0.0,4.3,Africa
Eritrea,2001,Developing,58.1,345.0,204,10,89.0,86.0,2.0,215.139213,1.0,1.0,0.0,4.3,Africa
Ethiopia,2015,Developing,64.8,225.0,17745,194,75.0,77.0,0.6,645.4637627,1.4,1.2,0.441,8.4,Africa
Ethiopia,2015,Developing,64.8,225.0,17745,194,75.0,77.0,0.6,645.4637627,1.4,1.2,0.441,8.4,Africa
Ethiopia,2015,Developing,64.8,225.0,17745,194,75.0,77.0,0.6,645.4637627,1.4,1.2,0.441,8.4,Africa
Ethiopia,2015,Developing,64.8,225.0,17745,194,75.0,77.0,0.6,645.4637627,1.4,1.2,0.441,8.4,Africa
Ethiopia,2015,Developing,64.8,225.0,17745,194,75.0,77.0,0.6,645.4637627,1.4,1.2,0.441,8.4,Africa
Ethiopia,2015,Developing,64.8,225.0,17745,194,75.0,77.0,0.6,645.4637627,1.4,1.2,0.441,8.4,Africa
Ethiopia,2015,Developing,64.8,225.0,17745,194,75.0,77.0,0.6,645.4637627,1.4,1.2,0.441,8.4,Africa
Ethiopia,2015,Developing,64.8,225.0,17745,194,75.0,77.0,0.6,645.4637627,1.4,1.2,0.441,8.4,Africa
Ethiopia,2015,Developing,64.8,225.0,17745,194,75.0,77.0,0.6,645.4637627,1.4,1.2,0.441,8.4,Africa
Ethiopia,2015,Developing,64.8,225.0,17745,194,75.0,77.0,0.6,645.4637627,1.4,1.2,0.441,8.4,Africa
Ethiopia,2015,Developing,64.8,225.0,17745,194,75.0,77.0,0.6,645.4637627,1.4,1.2,0.441,8.4,Africa
Ethiopia,2015,Developing,64.8,225.0,17745,194,75.0,77.0,0.6,645.4637627,1.4,1.2,0.441,8.4,Africa
Ethiopia,2014,Developing,64.2,234.0,12739,202,75.0,77.0,0.6,571.1622759,1.5,1.3,0.435,8.4,Africa
Ethiopia,2014,Developing,64.2,234.0,12739,202,75.0,77.0,0.6,571.1622759,1.5,1.3,0.435,8.4,Africa
Ethiopia,2014,Developing,64.2,234.0,12739,202,75.0,77.0,0.6,571.1622759,1.5,1.3,0.435,8.4,Africa
Ethiopia,2014,Developing,64.2,234.0,12739,202,75.0,77.0,0.6,571.1622759,1.5,1.3,0.435,8.4,Africa
Ethiopia,2014,Developing,64.2,234.0,12739,202,75.0,77.0,0.6,571.1622759,1.5,1.3,0.435,8.4,Africa
Ethiopia,2014,Developing,64.2,234.0,12739,202,75.0,77.0,0.6,571.1622759,1.5,1.3,0.435,8.4,Africa
Ethiopia,2014,Developing,64.2,234.0,12739,202,75.0,77.0,0.6,571.1622759,1.5,1.3,0.435,8.4,Africa
Ethiopia,2014,Developing,64.2,234.0,12739,202,75.0,77.0,0.6,571.1622759,1.5,1.3,0.435,8.4,Africa
Ethiopia,2014,Developing,64.2,234.0,12739,202,75.0,77.0,0.6,571.1622759,1.5,1.3,0.435,8.4,Africa
Ethiopia,2014,Developing,64.2,234.0,12739,202,75.0,77.0,0.6,571.1622759,1.5,1.3,0.435,8.4,Africa
Ethiopia,2014,Developing,64.2,234.0,12739,202,75.0,77.0,0.6,571.1622759,1.5,1.3,0.435,8.4,Africa
Ethiopia,2014,Developing,64.2,234.0,12739,202,75.0,77.0,0.6,571.1622759,1.5,1.3,0.435,8.4,Africa
Ethiopia,2012,Developing,63.3,241.0,4347,221,7.0,69.0,1.2,468.567249,1.7,1.5,0.422,8.4,Africa
Ethiopia,2012,Developing,63.3,241.0,4347,221,7.0,69.0,1.2,468.567249,1.7,1.5,0.422,8.4,Africa
Ethiopia,2012,Developing,63.3,241.0,4347,221,7.0,69.0,1.2,468.567249,1.7,1.5,0.422,8.4,Africa
Ethiopia,2012,Developing,63.3,241.0,4347,221,7.0,69.0,1.2,468.567249,1.7,1.5,0.422,8.4,Africa
Ethiopia,2012,Developing,63.3,241.0,4347,221,7.0,69.0,1.2,468.567249,1.7,1.5,0.422,8.4,Africa
Ethiopia,2012,Developing,63.3,241.0,4347,221,7.0,69.0,1.2,468.567249,1.7,1.5,0.422,8.4,Africa
Ethiopia,2012,Developing,63.3,241.0,4347,221,7.0,69.0,1.2,468.567249,1.7,1.5,0.422,8.4,Africa
Ethiopia,2012,Developing,63.3,241.0,4347,221,7.0,69.0,1.2,468.567249,1.7,1.5,0.422,8.4,Africa
Ethiopia,2012,Developing,63.3,241.0,4347,221,7.0,69.0,1.2,468.567249,1.7,1.5,0.422,8.4,Africa
Ethiopia,2012,Developing,63.3,241.0,4347,221,7.0,69.0,1.2,468.567249,1.7,1.5,0.422,8.4,Africa
Ethiopia,2012,Developing,63.3,241.0,4347,221,7.0,69.0,1.2,468.567249,1.7,1.5,0.422,8.4,Africa
Ethiopia,2012,Developing,63.3,241.0,4347,221,7.0,69.0,1.2,468.567249,1.7,1.5,0.422,8.4,Africa
Finland,2015,Developing,81.1,76.0,2,0,97.0,97.0,0.1,4245.39744,0.9,0.8,0.893,17.0,Europe
Finland,2015,Developing,81.1,76.0,2,0,97.0,97.0,0.1,4245.39744,0.9,0.8,0.893,17.0,Europe
Finland,2015,Developing,81.1,76.0,2,0,97.0,97.0,0.1,4245.39744,0.9,0.8,0.893,17.0,Europe
Finland,2015,Developing,81.1,76.0,2,0,97.0,97.0,0.1,4245.39744,0.9,0.8,0.893,17.0,Europe
Finland,2015,Developing,81.1,76.0,2,0,97.0,97.0,0.1,4245.39744,0.9,0.8,0.893,17.0,Europe
Finland,2015,Developing,81.1,76.0,2,0,97.0,97.0,0.1,4245.39744,0.9,0.8,0.893,17.0,Europe
Finland,2015,Developing,81.1,76.0,2,0,97.0,97.0,0.1,4245.39744,0.9,0.8,0.893,17.0,Europe
Finland,2015,Developing,81.1,76.0,2,0,97.0,97.0,0.1,4245.39744,0.9,0.8,0.893,17.0,Europe
Finland,2015,Developing,81.1,76.0,2,0,97.0,97.0,0.1,4245.39744,0.9,0.8,0.893,17.0,Europe
Finland,2015,Developing,81.1,76.0,2,0,97.0,97.0,0.1,4245.39744,0.9,0.8,0.893,17.0,Europe
Finland,2015,Developing,81.1,76.0,2,0,97.0,97.0,0.1,4245.39744,0.9,0.8,0.893,17.0,Europe
Finland,2015,Developing,81.1,76.0,2,0,97.0,97.0,0.1,4245.39744,0.9,0.8,0.893,17.0,Europe
Finland,2014,Developing,89.0,78.0,0,0,98.0,98.0,0.1,49914.61864,0.9,0.8,0.89,17.0,Europe
Finland,2014,Developing,89.0,78.0,0,0,98.0,98.0,0.1,49914.61864,0.9,0.8,0.89,17.0,Europe
Finland,2014,Developing,89.0,78.0,0,0,98.0,98.0,0.1,49914.61864,0.9,0.8,0.89,17.0,Europe
Finland,2014,Developing,89.0,78.0,0,0,98.0,98.0,0.1,49914.61864,0.9,0.8,0.89,17.0,Europe
Finland,2014,Developing,89.0,78.0,0,0,98.0,98.0,0.1,49914.61864,0.9,0.8,0.89,17.0,Europe
Finland,2014,Developing,89.0,78.0,0,0,98.0,98.0,0.1,49914.61864,0.9,0.8,0.89,17.0,Europe
Finland,2014,Developing,89.0,78.0,0,0,98.0,98.0,0.1,49914.61864,0.9,0.8,0.89,17.0,Europe
Finland,2014,Developing,89.0,78.0,0,0,98.0,98.0,0.1,49914.61864,0.9,0.8,0.89,17.0,Europe
Finland,2014,Developing,89.0,78.0,0,0,98.0,98.0,0.1,49914.61864,0.9,0.8,0.89,17.0,Europe
Finland,2014,Developing,89.0,78.0,0,0,98.0,98.0,0.1,49914.61864,0.9,0.8,0.89,17.0,Europe
Finland,2014,Developing,89.0,78.0,0,0,98.0,98.0,0.1,49914.61864,0.9,0.8,0.89,17.0,Europe
Finland,2014,Developing,89.0,78.0,0,0,98.0,98.0,0.1,49914.61864,0.9,0.8,0.89,17.0,Europe
Finland,2013,Developing,87.0,79.0,2,0,98.0,98.0,0.1,49638.7713,0.9,0.8,0.887,17.0,Europe
Finland,2013,Developing,87.0,79.0,2,0,98.0,98.0,0.1,49638.7713,0.9,0.8,0.887,17.0,Europe
Finland,2013,Developing,87.0,79.0,2,0,98.0,98.0,0.1,49638.7713,0.9,0.8,0.887,17.0,Europe
Finland,2013,Developing,87.0,79.0,2,0,98.0,98.0,0.1,49638.7713,0.9,0.8,0.887,17.0,Europe
Finland,2013,Developing,87.0,79.0,2,0,98.0,98.0,0.1,49638.7713,0.9,0.8,0.887,17.0,Europe
Finland,2013,Developing,87.0,79.0,2,0,98.0,98.0,0.1,49638.7713,0.9,0.8,0.887,17.0,Europe
Finland,2013,Developing,87.0,79.0,2,0,98.0,98.0,0.1,49638.7713,0.9,0.8,0.887,17.0,Europe
Finland,2013,Developing,87.0,79.0,2,0,98.0,98.0,0.1,49638.7713,0.9,0.8,0.887,17.0,Europe
Finland,2013,Developing,87.0,79.0,2,0,98.0,98.0,0.1,49638.7713,0.9,0.8,0.887,17.0,Europe
Finland,2013,Developing,87.0,79.0,2,0,98.0,98.0,0.1,49638.7713,0.9,0.8,0.887,17.0,Europe
Finland,2013,Developing,87.0,79.0,2,0,98.0,98.0,0.1,49638.7713,0.9,0.8,0.887,17.0,Europe
Finland,2013,Developing,87.0,79.0,2,0,98.0,98.0,0.1,49638.7713,0.9,0.8,0.887,17.0,Europe
Finland,2012,Developing,84.0,82.0,0,0,99.0,99.0,0.1,47415.55987,0.9,0.8,0.884,17.0,Europe
Finland,2012,Developing,84.0,82.0,0,0,99.0,99.0,0.1,47415.55987,0.9,0.8,0.884,17.0,Europe
Finland,2012,Developing,84.0,82.0,0,0,99.0,99.0,0.1,47415.55987,0.9,0.8,0.884,17.0,Europe
Finland,2012,Developing,84.0,82.0,0,0,99.0,99.0,0.1,47415.55987,0.9,0.8,0.884,17.0,Europe
Finland,2012,Developing,84.0,82.0,0,0,99.0,99.0,0.1,47415.55987,0.9,0.8,0.884,17.0,Europe
Finland,2012,Developing,84.0,82.0,0,0,99.0,99.0,0.1,47415.55987,0.9,0.8,0.884,17.0,Europe
Finland,2012,Developing,84.0,82.0,0,0,99.0,99.0,0.1,47415.55987,0.9,0.8,0.884,17.0,Europe
